Date,Equity,DailyReturn
2015-01-02,100000.000000,0.000000
2015-01-05,100000.000000,0.000000
2015-01-06,100000.000000,0.000000
2015-01-07,100000.000000,0.000000
2015-01-08,100000.000000,0.000000
2015-01-09,100000.000000,0.000000
2015-01-12,100000.000000,0.000000
2015-01-13,100000.000000,0.000000
2015-01-14,100000.000000,0.000000
2015-01-15,100000.000000,0.000000
2015-01-16,100000.000000,0.000000
2015-01-20,100000.000000,0.000000
2015-01-21,100000.000000,0.000000
2015-01-22,100000.000000,0.000000
2015-01-23,100000.000000,0.000000
2015-01-26,100000.000000,0.000000
2015-01-27,100000.000000,0.000000
2015-01-28,100000.000000,0.000000
2015-01-29,100000.000000,0.000000
2015-01-30,100000.000000,0.000000
2015-02-02,100000.000000,0.000000
2015-02-03,100000.000000,0.000000
2015-02-04,100000.000000,0.000000
2015-02-05,100000.000000,0.000000
2015-02-06,100000.000000,0.000000
2015-02-09,100000.000000,0.000000
2015-02-10,100000.000000,0.000000
2015-02-11,100000.000000,0.000000
2015-02-12,100000.000000,0.000000
2015-02-13,100000.000000,0.000000
2015-02-17,100000.000000,0.000000
2015-02-18,100000.000000,0.000000
2015-02-19,100000.000000,0.000000
2015-02-20,100000.000000,0.000000
2015-02-23,100000.000000,0.000000
2015-02-24,100000.000000,0.000000
2015-02-25,100000.000000,0.000000
2015-02-26,100000.000000,0.000000
2015-02-27,100000.000000,0.000000
2015-03-02,100000.000000,0.000000
2015-03-03,100000.000000,0.000000
2015-03-04,100000.000000,0.000000
2015-03-05,100000.000000,0.000000
2015-03-06,100000.000000,0.000000
2015-03-09,100000.000000,0.000000
2015-03-10,100000.000000,0.000000
2015-03-11,100000.000000,0.000000
2015-03-12,100000.000000,0.000000
2015-03-13,100000.000000,0.000000
2015-03-16,100000.000000,0.000000
2015-03-17,100000.000000,0.000000
2015-03-18,100000.000000,0.000000
2015-03-19,100000.000000,0.000000
2015-03-20,100000.000000,0.000000
2015-03-23,100000.000000,0.000000
2015-03-24,100000.000000,0.000000
2015-03-25,100000.000000,0.000000
2015-03-26,100000.000000,0.000000
2015-03-27,100000.000000,0.000000
2015-03-30,100000.000000,0.000000
2015-03-31,100000.000000,0.000000
2015-04-01,100000.000000,0.000000
2015-04-02,100000.000000,0.000000
2015-04-06,100000.000000,0.000000
2015-04-07,100000.000000,0.000000
2015-04-08,100000.000000,0.000000
2015-04-09,100000.000000,0.000000
2015-04-10,100000.000000,0.000000
2015-04-13,100000.000000,0.000000
2015-04-14,100000.000000,0.000000
2015-04-15,100000.000000,0.000000
2015-04-16,100000.000000,0.000000
2015-04-17,100000.000000,0.000000
2015-04-20,100000.000000,0.000000
2015-04-21,100000.000000,0.000000
2015-04-22,100000.000000,0.000000
2015-04-23,100000.000000,0.000000
2015-04-24,100000.000000,0.000000
2015-04-27,100000.000000,0.000000
2015-04-28,100000.000000,0.000000
2015-04-29,100000.000000,0.000000
2015-04-30,100000.000000,0.000000
2015-05-01,100000.000000,0.000000
2015-05-04,100000.000000,0.000000
2015-05-05,100000.000000,0.000000
2015-05-06,100000.000000,0.000000
2015-05-07,100000.000000,0.000000
2015-05-08,100000.000000,0.000000
2015-05-11,100000.000000,0.000000
2015-05-12,100000.000000,0.000000
2015-05-13,100000.000000,0.000000
2015-05-14,100000.000000,0.000000
2015-05-15,100000.000000,0.000000
2015-05-18,100000.000000,0.000000
2015-05-19,100000.000000,0.000000
2015-05-20,100000.000000,0.000000
2015-05-21,100000.000000,0.000000
2015-05-22,100000.000000,0.000000
2015-05-26,100000.000000,0.000000
2015-05-27,100000.000000,0.000000
2015-05-28,100000.000000,0.000000
2015-05-29,100000.000000,0.000000
2015-06-01,100000.000000,0.000000
2015-06-02,100000.000000,0.000000
2015-06-03,100000.000000,0.000000
2015-06-04,100000.000000,0.000000
2015-06-05,100000.000000,0.000000
2015-06-08,100000.000000,0.000000
2015-06-09,100000.000000,0.000000
2015-06-10,100000.000000,0.000000
2015-06-11,100000.000000,0.000000
2015-06-12,100000.000000,0.000000
2015-06-15,100000.000000,0.000000
2015-06-16,100000.000000,0.000000
2015-06-17,100000.000000,0.000000
2015-06-18,100000.000000,0.000000
2015-06-19,100000.000000,0.000000
2015-06-22,100000.000000,0.000000
2015-06-23,100000.000000,0.000000
2015-06-24,100000.000000,0.000000
2015-06-25,100000.000000,0.000000
2015-06-26,100000.000000,0.000000
2015-06-29,100000.000000,0.000000
2015-06-30,100000.000000,0.000000
2015-07-01,100000.000000,0.000000
2015-07-02,100000.000000,0.000000
2015-07-06,100000.000000,0.000000
2015-07-07,100000.000000,0.000000
2015-07-08,100000.000000,0.000000
2015-07-09,100000.000000,0.000000
2015-07-10,100000.000000,0.000000
2015-07-13,100000.000000,0.000000
2015-07-14,100000.000000,0.000000
2015-07-15,100000.000000,0.000000
2015-07-16,100000.000000,0.000000
2015-07-17,100000.000000,0.000000
2015-07-20,100000.000000,0.000000
2015-07-21,100000.000000,0.000000
2015-07-22,100000.000000,0.000000
2015-07-23,100000.000000,0.000000
2015-07-24,100000.000000,0.000000
2015-07-27,100000.000000,0.000000
2015-07-28,100000.000000,0.000000
2015-07-29,100000.000000,0.000000
2015-07-30,100000.000000,0.000000
2015-07-31,100000.000000,0.000000
2015-08-03,100000.000000,0.000000
2015-08-04,100000.000000,0.000000
2015-08-05,100000.000000,0.000000
2015-08-06,100000.000000,0.000000
2015-08-07,100000.000000,0.000000
2015-08-10,100000.000000,0.000000
2015-08-11,100000.000000,0.000000
2015-08-12,100000.000000,0.000000
2015-08-13,100000.000000,0.000000
2015-08-14,100000.000000,0.000000
2015-08-17,100000.000000,0.000000
2015-08-18,100000.000000,0.000000
2015-08-19,100000.000000,0.000000
2015-08-20,100000.000000,0.000000
2015-08-21,100000.000000,0.000000
2015-08-24,100000.000000,0.000000
2015-08-25,100000.000000,0.000000
2015-08-26,100000.000000,0.000000
2015-08-27,100000.000000,0.000000
2015-08-28,100000.000000,0.000000
2015-08-31,100000.000000,0.000000
2015-09-01,100000.000000,0.000000
2015-09-02,100000.000000,0.000000
2015-09-03,100000.000000,0.000000
2015-09-04,100000.000000,0.000000
2015-09-08,100000.000000,0.000000
2015-09-09,100000.000000,0.000000
2015-09-10,100000.000000,0.000000
2015-09-11,100000.000000,0.000000
2015-09-14,100000.000000,0.000000
2015-09-15,100000.000000,0.000000
2015-09-16,100000.000000,0.000000
2015-09-17,100000.000000,0.000000
2015-09-18,100000.000000,0.000000
2015-09-21,100000.000000,0.000000
2015-09-22,100000.000000,0.000000
2015-09-23,100000.000000,0.000000
2015-09-24,100000.000000,0.000000
2015-09-25,100000.000000,0.000000
2015-09-28,100000.000000,0.000000
2015-09-29,100000.000000,0.000000
2015-09-30,100000.000000,0.000000
2015-10-01,100000.000000,0.000000
2015-10-02,100000.000000,0.000000
2015-10-05,100000.000000,0.000000
